  Ep 01 | step  15200 | loss 3.3469 | ppl    28.41 | lr 4.70e-05 | 33889s elapsed
  Ep 01 | step  15400 | loss 3.3455 | ppl    28.37 | lr 4.69e-05 | 34336s elapsed
  Ep 01 | step  15600 | loss 3.3442 | ppl    28.34 | lr 4.68e-05 | 34782s elapsed
  Ep 01 | step  15800 | loss 3.3429 | ppl    28.30 | lr 4.67e-05 | 35228s elapsed
  Ep 01 | step  16000 | loss 3.3417 | ppl    28.27 | lr 4.67e-05 | 35675s elapsed
  Ep 01 | step  16200 | loss 3.3406 | ppl    28.24 | lr 4.66e-05 | 36121s elapsed
  Ep 01 | step  16400 | loss 3.3394 | ppl    28.20 | lr 4.65e-05 | 36568s elapsed
  Ep 01 | step  16600 | loss 3.3382 | ppl    28.17 | lr 4.64e-05 | 37014s elapsed
  Ep 01 | step  16800 | loss 3.3370 | ppl    28.14 | lr 4.63e-05 | 37461s elapsed
  Ep 01 | step  17000 | loss 3.3359 | ppl    28.10 | lr 4.62e-05 | 37907s elapsed
  Ep 01 | step  17200 | loss 3.3349 | ppl    28.08 | lr 4.61e-05 | 38354s elapsed
  Ep 01 | step  17400 | loss 3.3337 | ppl    28.04 | lr 4.61e-05 | 38801s elapsed
  Ep 01 | step  17600 | loss 3.3325 | ppl    28.01 | lr 4.60e-05 | 39247s elapsed
  Ep 01 | step  17800 | loss 3.3314 | ppl    27.98 | lr 4.59e-05 | 39693s elapsed
  Ep 01 | step  18000 | loss 3.3303 | ppl    27.95 | lr 4.58e-05 | 40140s elapsed
  Ep 01 | step  18200 | loss 3.3292 | ppl    27.92 | lr 4.57e-05 | 40587s elapsed
  Ep 01 | step  18400 | loss 3.3281 | ppl    27.89 | lr 4.56e-05 | 41033s elapsed
  Ep 01 | step  18600 | loss 3.3270 | ppl    27.86 | lr 4.55e-05 | 41480s elapsed
  Ep 01 | step  18800 | loss 3.3260 | ppl    27.83 | lr 4.54e-05 | 41926s elapsed
  Ep 01 | step  19000 | loss 3.3249 | ppl    27.80 | lr 4.53e-05 | 42372s elapsed
  Ep 01 | step  19200 | loss 3.3239 | ppl    27.77 | lr 4.52e-05 | 42819s elapsed
